,Text1,Text2,Class
18,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a client registers for notifications, the _UIMiddleware_ shall send notifications for all events.",Neutral
19,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall provide an interface for registering UI clients.,Neutral
20,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When requested, the _SingleUAVFlightPlanScheduler_ shall schedule a route for execution.",Neutral
21,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall provide a list of all existing routes.,Neutral
22,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall accept commands from UIs and forwards to Dronology.,Neutral
23,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall accept and activate a mission plan automatically,Neutral
24,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall accept and activate a mission plan upon request.,Neutral
25,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteCreationUI_ shall distinguish between starting ending and intermediate waypoint markers.,Neutral
26,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",Each route shall include a unique ID a textual description and a set of waypoints all of which are editable in the UI.,Neutral
27,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",Each route shall include a ID a description and a set of waypoints all of which are not editable in the UI.,Neutral
28,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When requested, the _RouteCreationUI_ shall send a newly created or modified route to dronology.",Neutral
29,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteCreationUI_ shall allow the user to create and modify a route.,Neutral
30,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteCreationUI_ shall allow a user to delete a route.,Neutral
31,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the _RouteCreationUI_ is loaded, a list of all existing routes shall be displayed.",Neutral
32,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _SingleUAVFlightPlanScheduler_ shall only execute up to three plans at a time for each UAV.,Neutral
33,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _SingleUAVFlightPlanScheduler_ shall only execute one flight plan at a time for each UAV.,Neutral
34,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UAVActivationManager_ shall ensure that only one instance of each registered drone is active at any time.,Neutral
35,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall assign one control-client at a time for each UAV.,Neutral
36,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _ObjectAvoidance_ system shall only issue commands within the capabilities of the UAV.,Neutral
37,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UAVActivationManager_ shall only activate UAVs that are registered.,Neutral
38,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a route contains a specific UAV_ID, the _SingleUAVFlightPlanScheduler_ shall assign the route to the given UAV.",Neutral
39,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteCreationUI_ shall only accept valid altitude and speed values for waypoint.,Neutral
40,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If requested, the _SingleUAVFlightPlanScheduler_ shall unassign the flight plan assigned to a UAV that is awaiting execution.",Neutral
41,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a UAV's current flight is cancelled, the _SingleUAVFlightPlanScheduler_ shall in turn cancel all scheduled flight plans for that UAV.",Neutral
42,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a UAV has an active onboard Obstacle Avoidance, then the _ObstacleAvoidance_ system shall not issue directives.",Neutral
43,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the _GCS_ loses the connection to an UAV, the _GCS_ shall attempt to reconnect.",Neutral
44,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the _GCS_ loses the connection to an UAV, the _GCS_ shall land the UAV.",Neutral
45,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the ""return to home"" command is issued, the _FlightManager_ shall return the UAV to UAV's original launch location without issuing any additional waypoint or routing commands.",Neutral
46,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the ""hover in place"" command is issued, the _FlightManager_ shall halt the UAV in place and maintain UAV's current position.",Neutral
47,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a flight plan is active and the ""hover in place"" command is rescinded, the _FlightManager_ shall notify the UAV to continue to the originally designated waypoint.",Neutral
48,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When requested, if a mission is currently active, the _MissionPlanner_ shall cancel the active mission.",Neutral
49,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a UAV does not have any pending flight plans, then when the UAV reaches the final waypoint of UAV's current flight plan, the _SingleUAVFlightPlanScheduler_ shall notify the UAV to hover in place.",Neutral
50,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a UAV has exactly one pending flight plan, then when the UAV reaches the final waypoint of UAV's current flight plan, the _SingleUAVFlightPlanScheduler_ shall notify the UAV to hover in place.",Neutral
51,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If requested, the _SingleUAVFlightPlanScheduler_ shall abort the currently executing flight plan of an UAV.",Neutral
52,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a UAV is deactivated, the _UAVActivationManager_ shall cancel all current and scheduled flight plans.",Neutral
53,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the maximum numbers of allowed activated UAVs has been reached, the _UAVActivationManager_ shall reject any further activation requests.",Neutral
54,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a route is assigned from a UAV, the _RouteAssignmentUI_ shall notify Dronology.",Neutral
55,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",A user may reorder routes or remove flight plans assigned to a UAV as long as the flight has not started execution.,Neutral
56,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a user shall cancels a pending flight plan, the _RouteAssignmentUI_ shall notify Dronology.",Neutral
57,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the connection to the _GCS_ from the _GCSMiddleware_ is lost, the _GCSMiddleware_ shall notify Dronology and deactivate all associated UAVs.",Neutral
58,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the _RealTimeFlightUI_ is loaded, a map shall be displayed.",Neutral
59,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the _RealTimeFlightUI_ is loaded, a route on the map shall be displayed.",Neutral
60,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RealTimeFlightUI_ shall display the location of active UAVs as icons on the map.,Neutral
61,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When loading the map view, the map view shall be positioned at the pre-defined location.",Neutral
62,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When loading the map view, the map view shall be positioned at the user-defined location.",Neutral
63,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RealTimeFlightUI_ shall display the name and status of all currently activated UAVs.,Neutral
64,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RealTimeFlightUI_ shall display all currently active flight plans on the map.,Neutral
65,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RealTimeFlightUI_ shall allow users to apply flight operations to one or more selected UAVs.,Neutral
66,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RealTimeFlightUI_ shall allow users to perform emergency operations to a group of UAVs.,Neutral
67,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RealTimeFlightUI_ shall allow users to follow one or multiple UAVs on the map.,Neutral
68,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RealTimeFlightUI_ shall notify users when an emergency occurs.,Neutral
69,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",Each waypoint shall be specified using coordinates that include longitude latitude and altitude.,Neutral
70,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight plan is executed, the _VehicleCore_ shall send the next waypoint to the UAV.",Neutral
71,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a UAV has pending flight plans, then when the UAV reaches the final waypoint of UAV's current flight plan, the _SingleUAVFlightPlanScheduler_ shall execute the next assigned flight plan.",Neutral
72,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a stationary or moving object is within the proximity of a UAV, the _ObjectAvoidance_ system shall issue evasive directives to the UAV.",Neutral
73,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a UAV takes evasive actions, the system shall ensure that the UAV will eventually reach UAV's destination.",Neutral
74,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight route requires a customized takeoff altitude that differs from the system's default takeoff altitude, the altitude shall be specified in the flight route.",Neutral
75,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a flight route is assigned to a UAV which is currently hovering in place, the _FlightManager_ shall assign the route and maintain the hover in place mode.",Neutral
76,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight plan is activated for a UAV currently on the ground, the _FlightSchedulingandExecution_ shall notify the UAV to takeoff vertically until UAV reaches the prescribed altitude.",Neutral
77,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a flight plan is activated for a UAV currently in the air, the _FlightSchedulingandExecution_ shall notify the UAV to takeoff vertically until UAV reaches the prescribed altitude.",Neutral
78,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","If a scheduled flight is not manually assigned to a UAV, the _SingleUAVFlightPlanScheduler_ shall assign the route automatically to an UAV.",Neutral
79,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,Neutral
80,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given a takeoff command, the _InternalSimulator_ shall move the UAV to the takeoff altitude corresponding to UAV's current longitude and latitude.",Neutral
81,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given a goto command, the _InternalSimulator_ shall update the location of the UAV at increments of SIMULATION_STEP_SIZE meters moving the UAV towards the target destination until the destination is reached.",Neutral
82,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given a landing command, the _InternalSimulator_ shall move the UAV to the ground altitude corresponding to UAV's current longitude and latitude.",Neutral
83,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When requested, the _CoordinateSystem_ shall transform coordinates to alternate formats.",Neutral
84,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given two coordinates, the _CoordinateSystem_ shall compute the distance  from the first coordinate to the second coordinate.",Neutral
85,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When given two coordinates, the _CoordinateSystem_ shall compute the direction from the first coordinate to the second coordinate.",Neutral
86,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _InternalSimulator_ shall approximate the state of the battery.,Neutral
87,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _InternalSimulator_ shall provide the exact state of the battery.,Neutral
88,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _ActivityLogger_ shall log all commands sent to and messages received from a _CGS_.,Neutral
89,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When the _VaadinUI_ is activated, the _VaadinUI_ shall be configured according to stored configuration parameters.",Neutral
90,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _DronologyRuntimeMonitor_ shall provide functionality to retrieve monitoring messages and distribute them to clients.,Neutral
91,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a new monitoring message is received, the _DronologyRuntimeMonitor_ shall forward the message to all subscribed clients.",Neutral
92,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _DronologyRuntimeMonitor_ shall be able to receive messages from any Dronology component.,Neutral
93,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall handle multiple _GCS_.,Neutral
94,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall follow a predefined set of steps to establish a connection between a _GCS_ and Dronology.,Neutral
95,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall handle state messages monitoring messages and mode change messages received from an _GCS_.,Neutral
96,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _GCSMiddleware_ shall forward commands sent from Dronology to a _GCS_.,Neutral
97,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MapComponent_ shall support different types of map layers.,Neutral
98,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MapComponent_ shall support same types of map layers.,Neutral
99,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _SingleUAVFlightPlanScheduler_ shall maintain a managed list of pending flight plans for Each UAV.,Neutral
100,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _FlightRouteManager_ shall define flight routes as an ordered sequence of waypoints in which the first waypoint represents the first target location and the final waypoint represents the final target location.,Neutral
101,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _FlightRouteManager_ shall ensure that all flight routes represent a VALID_FLIGHT_ROUTE.,Neutral
102,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _FlightRouteManager_ shall persist flight routes.,Neutral
103,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MissionPlanner_ shall manage predefined FlightPatterns.,Neutral
104,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a group of UAVs are assigned flight patterns as part of a mission, the system shall provide a warning if any paths overlap.",Neutral
105,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _ActivityLogger_ shall log all flight plan related events.,Neutral
106,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall provide a list of all active UAVs.,Neutral
107,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall enable the creation and modification of flight routes.,Neutral
108,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _UIMiddleware_ shall enable an existing route to be assigned to an active UAV.,Neutral
109,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteAssignmentUI_ shall provide means to select an existing routes and assign them to a UAV.,Neutral
110,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _RouteAssignmentUI_ shall provide means to select an existing routes and assign them to multiple UAV.,Neutral
111,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When requested by the user, the _RouteAssignmentUI_ shall display details about the selected UAV and UAV's flight plans.",Neutral
112,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.","When a UAV is selected, the _RouteAssignmentUI_ shall display UAV's active flight plans.",Neutral
113,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MissionPlanner_ shall execute flight plans for multiple UAVs concurrently.,Neutral
114,"When requested, the _VehicleCore_ shall transition the UAV between states according to allowed state transitions as depicted in the UAV state transition diagram.",The _MissionPlanner_ shall execute flight plans for multiple UAVs independently.,Neutral
115,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall assign an ID to each activated UAV.,Conflict
116,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall associate a UAV_TYPE for each UAV defining UAV's basic attributes.,Neutral
117,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If a command is issued by the _VaadinUI_ for an UAV, the _VaadinUI_ shall request control of that UAV.",Neutral
118,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When a _GCS_ requests activation of a newly detected UAV, the _GCSMiddleware_ shall forward the request to Dronology.",Neutral
119,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When a _GCS_ requests activation of a newly detected UAV, the _GCSMiddleware_ shall forward the request to Dronology.",Neutral
120,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall support UAVs connected via the _GCS_.,Neutral
121,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall support virtual UAVs.,Neutral
122,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _VehicleCore_ shall support up to three virtual UAVs.,Neutral
123,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UAVRegistrationManager_ shall store UAV meta-data information such as the UAV's technical characteristics.,Neutral
124,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _InternalSimulator_ shall approximate the behavior of a UAV.,Neutral
125,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When the _GCS_ receives a UAV command from the _GCSMiddleware_, the _GCS_ shall forward the command to the respective UAV.",Neutral
126,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall assign a message frequency for all UAVs.,Neutral
127,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall report newly connected UAVs to the _GCSMiddleware_.,Neutral
128,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall transmit the UAV's current location to the _GCSMiddleware_.,Neutral
129,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall transmit the UAV's past location to the _GCSMiddleware_.,Neutral
130,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _GCS_ shall transmit the UAV's properties to the _GCSMiddleware_.,Neutral
131,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If a client registers for notifications, the _UIMiddleware_ shall send notifications for specific events.",Neutral
132,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If a client registers for notifications, the _UIMiddleware_ shall send notifications for all events.",Neutral
133,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall provide an interface for registering UI clients.,Neutral
134,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When requested, the _SingleUAVFlightPlanScheduler_ shall schedule a route for execution.",Neutral
135,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall provide a list of all existing routes.,Neutral
136,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall accept commands from UIs and forwards to Dronology.,Neutral
137,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall accept and activate a mission plan automatically,Neutral
138,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall accept and activate a mission plan upon request.,Neutral
139,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _RouteCreationUI_ shall distinguish between starting ending and intermediate waypoint markers.,Neutral
140,The _VehicleCore_ shall assign a unique ID to each activated UAV.,Each route shall include a unique ID a textual description and a set of waypoints all of which are editable in the UI.,Neutral
141,The _VehicleCore_ shall assign a unique ID to each activated UAV.,Each route shall include a ID a description and a set of waypoints all of which are not editable in the UI.,Neutral
142,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When requested, the _RouteCreationUI_ shall send a newly created or modified route to dronology.",Neutral
143,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _RouteCreationUI_ shall allow the user to create and modify a route.,Neutral
144,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _RouteCreationUI_ shall allow a user to delete a route.,Neutral
145,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When the _RouteCreationUI_ is loaded, a list of all existing routes shall be displayed.",Neutral
146,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _SingleUAVFlightPlanScheduler_ shall only execute up to three plans at a time for each UAV.,Neutral
147,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _SingleUAVFlightPlanScheduler_ shall only execute one flight plan at a time for each UAV.,Neutral
148,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UAVActivationManager_ shall ensure that only one instance of each registered drone is active at any time.,Neutral
149,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UIMiddleware_ shall assign one control-client at a time for each UAV.,Neutral
150,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _ObjectAvoidance_ system shall only issue commands within the capabilities of the UAV.,Neutral
151,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _UAVActivationManager_ shall only activate UAVs that are registered.,Neutral
152,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If a route contains a specific UAV_ID, the _SingleUAVFlightPlanScheduler_ shall assign the route to the given UAV.",Neutral
153,The _VehicleCore_ shall assign a unique ID to each activated UAV.,The _RouteCreationUI_ shall only accept valid altitude and speed values for waypoint.,Neutral
154,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"If requested, the _SingleUAVFlightPlanScheduler_ shall unassign the flight plan assigned to a UAV that is awaiting execution.",Neutral
155,The _VehicleCore_ shall assign a unique ID to each activated UAV.,"When a UAV's current flight is cancelled, the _SingleUAVFlightPlanScheduler_ shall in turn cancel all scheduled flight plans for that UAV.",Neutral
