id,Text1,Text2,Class
55150,"A boy in swimming trunks is jumping off of a diving board and into a pool , that contains many floats.",The boy is in snow pants,Conflict
282775,A man in a black coat is walking outdoors.,A man is outside.,Duplicate
431785,A man in dress clothes looking up.,The man is wearing raggedy clothing.,Conflict
111411,Two boys try to attach fruits to a bicycle on a dirt road.,Two boys paint their nails.,Conflict
219644,A man tries to help a woman in a bikini cross from one dock to another.,A woman gets helped by a man,Duplicate
151377,A red-haired woman sits on a subway.,The woman is going to work.,Neutral
84365,A groomsman at a wedding is showing off hula-hooping skills in front of the cameras and the bridesmaids.,A man in a wedding party is playing with a hula hoop.,Duplicate
523583,A man rides a motorcycle in flip-flops.,The man is riding a motorcycle in high heels.,Conflict
187197,"Two men , one in a red shirt and one in a green shirt , sit atop a tile roof.","Two men sit on the roof , preparing to do a Christmas play.",Neutral
369367,A woman is crossing a rope bridge.,A woman is going to fall off the rope bridge.,Neutral
534014,"A baby sleeping on pale blue bamboo-like mats , wearing a navy blue and green striped shirt and swaddled in a towel.",An infant is asleep.,Duplicate
141163,A woman talking to a group of three other women.,The women are having a conversation.,Duplicate
47116,The white and black dog runs on the field with his tongue hanging out.,A dog is running.,Duplicate
342234,Two tan dogs run in the snow carrying red balls in their mouths.,Two tan cat run in the snow carrying red balls in their mouths.,Conflict
103842,Two boys eat their McDonalds lunch in an outdoor seating area surrounded by many other people.,The children are eating.,Duplicate
241958,Six men are around a table in a room that has yellow and green walls.,A group of men meet for their monthly book club.,Neutral
534579,Crowd standing outside a metro area.,A group of people have gathered.,Duplicate
431284,A boy with glasses is standing on top of a rocky peak with hands in his pockets.,"The boy is standing at the top of the peak , wondering how long it will take to walk back down the mountain.",Neutral
197945,A group of seven people posing for a picture in a bar.,A group of friends are arguing with each other,Conflict
513948,A man in a plaid shirt and a cowboy hat rides a brown horse.,The man is sitting on a brown horse.,Neutral
439056,Musician playing guitar without the drummer.,A band has lost their drummer.,Neutral
216045,A surfer is riding in the barrel of a wave.,A surfer is riding in the barrel of a wave.,Duplicate
116073,A woman and child sitting in a big tree with large branches.,A woman and child are on some park swings.,Conflict
479537,a dog wears jeans.,A dog not wearing any clothing at all.,Conflict
410171,A man in a bathing suit is lighting coals to start a barbecue.,A man in a fur coat lights a barbecue.,Conflict
256606,A boy jumps on a blue water slide amongst the green trees.,Some boys are sliding on a water slide.,Neutral
132520,"A bassist on a musical set strums notes on his bass guitar , with a drummer sitting behind him at a drum set.",Two men sing together.,Conflict
67924,Two little dogs looking out of their cage.,The puppies are sitting in the couch.,Conflict
92710,A man with tight blue jeans is walking while talking on his cellphone.,the man is wearing pants,Duplicate
456947,Two dogs play on the shore.,Nothing is playing,Conflict
381564,A little boy in a blue shirt and kaki shorts is playing on a playground.,There is a little boy outdoors.,Duplicate
498083,"Two martial artists , one blue belt and one red belt , fight in front of an audience.",Two martial artists are showing their skills.,Duplicate
112207,A bridesmaid in a knee-length blue dress walks down the aisle with a grooms-man.,A man in a blue dress walks down an aisle with a man.,Conflict
167849,"Three males , all wearing baseball uniforms and the male in the middle sliding to the base , while the one on the left tags him.",The baseball player that is sliding to the base has dirt and grass stains on their pants.,Neutral
334318,A man in a cowboy hat is walking through a market and reaching into his pocket.,A man is wearing a cowboy hat,Duplicate
426197,A young girl in a Spider-Man outfit rides a toy horse.,A young kid is playing video games in their pajamas.,Conflict
399779,A man wearing a dark shirt and dark pants is holding a piece of paper and singing into a microphone with two musicians behind him.,A man is playing the guitar.,Conflict
233498,A group of women all dressed in red with yellow flower pins.,Women all dressed in red with yellow flower pins.,Duplicate
375927,There is a blue car on a road in the roads splashing through a puddle.,The blue car is driving through a puddle.,Duplicate
299752,The man in the red shirt is carrying a black bag through the city streets.,The black bag is heavy.,Neutral
57556,A man in winter wear stands near an intersection.,A man is waiting for the light to change.,Neutral
121967,A man in an orange shirt and blue pants talks to a woman in a golden shirt and red skirt.,The couple is outside.,Neutral
11077,"Two youths , a goalie in black shirt and another boy in a striped shirt , are moving the ball on a soccer field.",Two kids are playing soccer.,Duplicate
222719,The skateboarder does a jump down stairs.,The skateboarder is airborn,Duplicate
308860,A guy in a huge wooden tub while people are looking over.,They looked over at the guy in the big wooden tub.,Duplicate
529045,A man is sitting next to a computer monitor.,A man is near a computer.,Duplicate
82364,a singer on stage covering his face with a piece of cloth.,A singer on stage is crying.,Neutral
175544,Three dancers wearing red sashes perform on a darkened stage.,Three male dancers performing on stage.,Neutral
372043,A group of people eat outside the Utah Museum of Fine Arts.,They enjoy each other 's presence and company.,Neutral
326047,Two dogs run through dirt and weeds.,"A man eats lunch in his house , alone.",Conflict
352059,A man makes a diving catch during a game of ultimate frisbee.,There is a man making a diving catch.,Duplicate
70047,A dark-skinned woman swims in clear water.,A woman is swimming in the lake.,Neutral
54591,"Three young people , one female singer and two male guitar players , playing at a gig.",People are playing music,Duplicate
431779,A man and a woman next to some yellow taxis.,Nobody is near taxis,Conflict
386396,Two little girls spar in a Karate bout.,Two little boys spar in a Karate bout.,Conflict
77157,One man dodging a black bull while spectators watch.,The man is avoiding a large animal.,Duplicate
402688,Two brown and white dogs lift their ears and look through a fence.,two dogs swim in a lake,Conflict
223455,Two children push a younger child on a swing that is hanging from a large shade tree.,There are children are playing outside,Duplicate
266935,One woman is holding something up to her mouth while the other woman has her fingers on the side of her face.,Woman are getting ready to go out.,Neutral
208517,A man works a small ice cream stand that says `` Sorvette e Gelados '' on the side.,A man is serving ice cream.,Duplicate
156346,There are trees with no leaves in the background.,The trees has large green leaves.,Conflict
181573,A girl is brushing her brown and red-hair.,A child getting ready for school,Neutral
402274,"A pilot wearing a light blue shirt , dark pants and tie is standing in front of a plane , smiling.",The pilot smiling is female.,Neutral
445730,A young blond woman in a polka-dot outfit and black glasses sitting in a restaurant.,A women in a patterened dress is waiting in a restaurant.,Neutral
356072,A man walking through an empty classroom.,The classroom does not have students in it,Duplicate
452254,Two girls are holding another girl in the air.,The girls are cheerleaders.,Neutral
476473,A man in an orange shirt is holding a ladder.,A man is carrying a ladder.,Duplicate
458759,People with black balloons on them climbing dirt hill.,People with black balloons are climbing a dirt hill for a funeral..,Neutral
160201,Blond man mounts bike on wooden floor.,the man is going out for a ride,Neutral
59656,The lower halves of two kids playing soccer.,Everyone is swimming..,Conflict
227641,A woman wearing a long green skirt is hanging laundry up on the line.,A woman hangs towels and blankets on the clothes line.,Neutral
10401,Two young men dressed in summer clothing of shorts and tank tops stand in front of a matching pair of pseudo rickshaws for transportation as men cycle in the background.,Two men stand in summer clothes.,Duplicate
98754,Two teenagers sit on a dock and check their cellphones.,Two men sit on a dock and check their cellphones.,Conflict
496096,A man and a woman sit by a small table in colonial clothing.,People dressed as astronauts entertain a crowd.,Conflict
510878,Children riding red tricycles in a park.,There are children in the park.,Duplicate
295590,A girl in a blue tank top opens a package next to several drinks and a opened can of beans.,A girl opened a package on her kitchen table,Neutral
296497,A young man prepares some hamburgers on a grill in the backyard.,The man is cooking bacon blue burgers.,Neutral
79234,A woman with short hair and sunglasses is sitting behind a glass partition in the entryway of a building.,A woman waiting for the bus.,Neutral
351400,A woman is dragging two large pumpkins in a red wagon.,The woman was going home with two pumpkins,Neutral
304792,two males walking down holding hands wearing sombreros.,A man is following another man at a distance.,Conflict
143700,An Asian man prepares his camera to take pictures with.,An Asian man has a camera,Duplicate
248683,A young in a white dress standing in front of a fence and fountain.,The youngin ' is wearing white,Duplicate
219148,A throng of travelers is walking between two trains on an indoor station platform.,The people are walking on an outdoor station platform.,Conflict
165429,A man holding a child and a baby.,The woman is holding a cat and a dog.,Conflict
528962,A man is taking a picture of a woman standing on a stone block.,A man is taking a picture of a woman.,Duplicate
326972,a man stands with a guitar and music stand in an empty room.,The man can play music.,Neutral
339753,A child wearing a jacket that says USA is shoveling snow.,The child is shoveling snow.,Duplicate
87572,A boy in his boxers strikes a powerful pose.,A boy strikes a powerful pose.,Duplicate
305018,A young boy is at a pumpkin patch holding up a large pumpkin.,A boy is found the perfect pumpkin to carve for Halloween.,Neutral
508580,A car is sinking underwater in a lake or river.,There is a car under the water.,Duplicate
384073,A man in a black shirt and jeans walks along side a brick building.,The man is wearing khakis.,Conflict
286186,People standing outside a door.,"A woman sits at home at night , alone.",Conflict
197356,Asian women in various forms of dress use pastel umbrellas to shield themselves from the sun.,Asian women in various forms of dress use pastel umbrellas.,Duplicate
284668,A lady with red-hair prepares some food.,a lady with red hair made supper,Duplicate
188827,A man putting shingles on a roof.,A man is mowing grass,Conflict
492874,A bike rider does a trick in the air.,A stuntman is watching TV.,Conflict
529482,A dog running with a Frisbee.,A dog is sleeping on its bed.,Conflict
399651,A man in a yellow suit is holding up a cup while standing in snow.,A man is drinking a cup of cocoa.,Neutral
517383,"Looks like a farmers market , a few tables with various items displayed.",People setting up a farmers market with a few tables and various items displayed.,Neutral
332885,Two men celebrating a win of a game.,A couple of men are happy they won.,Neutral
457050,A man in a red shirt and jacket is looking to the side while surrounded by other men wearing helmets.,The man is not looking to the side.,Conflict
220349,A young couple walks along a small waterway near a wooded area.,The young couple is holding hands while walking,Neutral
192394,"A nun dressed in a white , blue , and black robe handing an older man something.",A nun gives a man a fish.,Conflict
228846,A man sits alone with his drink at a long table in a darkened cafe overlooking a busy shopping mall.,The man was shopping,Conflict
268402,A man with a motorcycle helmet stands in front of a row of colorful buildings.,A man is looking at buildings that are for sale.,Neutral
358430,The baby is holding a Santa figurine.,A baby is holding a Santa figurine.,Duplicate
158407,A crowded sidewalk with people on it separated from the street by metal barriers.,A sidewalk with people on it separated from the street by metal barriers.,Duplicate
531225,A man stands sit in a room with chairs inside.,A kid is jumping on his bed in his room,Conflict
285027,A Brown hair girl is laughing and holding a red and white dress up.,A kid is sitting on the ground with their dog.,Conflict
490384,Children playing in front of a sign for the `` Hartman Prehistoric Garden ''.,Some children are having fun near a sign for the `` Hartman Prehistoric Garden ''.,Duplicate
235782,"A person with a blue helmet on with black boots , who is riding a horse.",A person with a blue helmet on with black boots is ice skating,Conflict
266860,"Three dogs , one Rottweiler with a tennis ball in its mouth , one Irish Setter and one Corgi are running in field.",Three cats are having a fight.,Conflict
520679,man half way on surfboard surrounded by water with water splashing up.,A man is waxing his surfboard in his garage.,Conflict
469588,Street scene featuring parked cars and a small grocery store.,A scene of outside a grocery store,Duplicate
119127,A woman inspects a variety of fruits and vegetables on a small table.,A woman looking for food to cook with.,Neutral
511306,A man in period costume is lecturing a crowd of visitors in front of an historic building.,"The man has just hit the ball , and is running the bases.",Conflict
202159,A fat old man rests his chin on his belly in a curved station bench.,the large man is on the bench,Duplicate
430889,A boy in a black helmet and red long-sleeve shirt rides his motorbike over a rocky stream.,the boy rides a harley,Neutral
512819,Ice hockey players playing hockey.,A men 's hockey team is practicing.,Neutral
239812,Three boys pose with their arms around each other.,A few males are posing together.,Duplicate
240028,A woman is watching a black dog.,A woman is looking at a dog,Duplicate
316418,A boy wearing sneakers is gently kicking a colored soccer ball.,a teenager playing soccer,Neutral
275143,"A middle-aged man with a broken left arm wearing a suit , who is walking by a couple of women on a sidewalk.",The man is walking to work.,Neutral
228872,A man in pets a dog on the chest at a park.,A man is checking the dog for fleas.,Neutral
80633,A smiling little blond girl holds stands in a play structure and holds a green toy.,The little girl is playing with her green toy on the playground.,Neutral
414471,A football player attempts to run around an on coming tackler from the other team.,This man is able to breathe water.,Conflict
181772,Two motorcycle racers bend low along a turn.,Motorcycle racers bend along a turn,Duplicate
31775,A person stands with a small dog balancing on their leg.,There is a person and a pooch.,Duplicate
197440,A little boy is riding his bike on what appears to be a walking trail.,This boy has ridden a bike at least once in his life.,Duplicate
217817,A man in black pouring pink liquid from a green bottle for a old woman seated at a table.,A waiter serving an old lady,Neutral
98306,A dog jumps to catch a flying disc.,The dog is napping.,Conflict
418147,Two children playing soccer.,The children are on a field.,Neutral
270491,A skateboarder at night on a ramp.,the skateboarder will fall down,Neutral
523624,a child sitting with a stuffed toy on a couch The child is waiting on his dad to pick him up for a day at the park..,a child sitting with a stuffed toy on a couch The child is running around.,Neutral
179048,A child in colorful goggles plays in a pool.,The child playing in the pool has colorful goggles.,Duplicate
302819,2 people sitting on a bus looking at the camera.,Two teenagers taking a selfie on the bus.,Neutral
436155,The wall in front of the bed is mirrored.,The mirror in front of the bed is covered in stickers.,Neutral
498765,A man with curly hair and red glasses.,He wore contacts.,Conflict
441883,Two children are playing with Jenga blocks.,Two kids have fun knocking over the Jenga tower.,Neutral
234894,Two women in bikinis play on the beach.,Two women are at the beach.,Duplicate
331795,"A three-person band plays in a dark venue , with blue and red backlighting the band is paid.","A three-person band plays in a dark venue , with blue and red backlighting the band is at home sleeping",Neutral
364003,a bmx rider gets a lot of air.,A person is on a bmx bike,Duplicate
2941,A view of a marketplace full of people in an asian country.,A busy Asian Market where people are doing business.,Neutral
501836,a woman holds a baby in the grass A woman and her baby are at the park.,"Man in all black posing in a dancer 's pose , as another person begins to run in front of the scene.",Neutral
129348,A man is talking to men at a table.,A man is having a business meeting.,Neutral
324470,crowd of people standing near a bench.,Crowd of people is jumping in the air in excitement.,Conflict
101732,Four people are holding an american flag in the middle of a bunch of people.,"The colors of the flag are Red , White and Green.",Conflict
83485,A man with a mustache holds two boys in a pool.,The man is holding his dog.,Conflict
464640,"A young , blond girl wearing Crocs , balancing on one foot in a windy desert area.","A young , blond girl is on one foot in a windy desert area.",Neutral
175000,Two men are looking across the water in a small boat.,Two men who are fishing are looking across the water.,Neutral
522126,A woman cooking food on the grill.,A woman grills steaks.,Neutral
317391,Two opposing hockey players make a play for the puck with opposing fans and team members watching.,Two opposing hockey players are sitting on the beach.,Conflict
176028,"A girl is holding a green sign that says , `` invisible children no child should be a shoulder.",'' There is a girl standing outside,Neutral
212729,A man is walking down the sidewalk near construction work.,"A man eats his lunch on a bench , near a construction site.",Conflict
64821,Children hang on a wall next to water.,Children hang off a levy.,Neutral
335614,A person in a red shirt on a skateboard.,A man dancing in ball room,Conflict
74409,Two boys and an older man getting ready to chop wood.,PEOPL ; E WERE ON GRASS,Duplicate
390384,A man in a cowboy hat sits on bleachers near the water and plays guitar.,A girl plays the ukulele on the bleachers.,Conflict
147628,A girl draws a flower on her hand.,The girl is drawing.,Duplicate
465938,Four young women around a kitchen counter with a plate of brownies in the foreground.,The women cooked the brownies.,Neutral
518768,A crowd of people fills a square in front of a pagoda.,A crowd of people is outside.,Duplicate
5685,The antivirus software blocks malicious websites to prevent phishing attacks and protect user data.,The network administrator configures firewall rules for network security.,Neutral
521592,A man in a brown shirt plays the guitar and sings at a concert.,The concert is a high priced and very formal orchestra event.,Conflict
278435,Several men in silver suits are riding bicycles across a street.,Men are riding bikes across a road.,Duplicate
237549,A man in a construction uniform is guiding a brick wall into place as it is being lowered to the ground.,The wall is a part of a school.,Neutral
358794,A man with glasses reading a book.,A man reads a book.,Duplicate
432467,A little girl wearing pink with a raw egg in a bowl.,A person with something in a bowl.,Duplicate
300049,A blond-haired man with glasses wears a makeshift cape while pointing up.,A man is pointing with his finger.,Duplicate
502387,A man is riding on a skateboard sitting down.,A man roller skating.,Conflict
225969,A young woman with red highlights in her hair is applying eyeshadow with a Q-tip in front of a mirror.,A woman holds a Q-tip.,Duplicate
19414,An older woman is turning backwards and screaming.,An old woman is screaming for help.,Neutral
432730,Man and woman fishing in the ocean.,Man and woman on a boat deepseafishing.,Neutral
23143,A boy wearing a red jacket sits on his dad 's shoulders while his father who is wearing a gray long-sleeved shirt and white shorts holds onto a large black dog by its leash.,The boy is sitting in his father 's lap.,Conflict
30440,A man in a button up t-shirt and shorts walks as his shadow is cast in front of him.,A man is walking outdoors.,Neutral
106210,A woman with black hair and a red plaid apron preparing food.,A woman is getting dinner ready.,Neutral
238551,People are walking through an alley in Turkey.,People walked through an alley.,Duplicate
81933,Man wearing all green does a handstand in the dirt.,The man is upside down.,Duplicate
343712,Two men in shorts are boxing inside of a cage.,The boxers are wearing blue shorts.,Neutral
14990,Kids are partying while listening to their iPods.,They all listen to the same song,Neutral
258377,A man working on his boat in the seashore.,The man is wearing a captain 's hat..,Neutral
77179,Man in blue and white uniform shooting basketball being blocked by man in white and red.,The man in blue and white is being blocked by a man in white and red while shooting the basketball.,Duplicate
195097,A woman in a green shirt and red hat is standing in a body of water.,A woman is standing by a body of water.,Conflict
262861,A man wearing a hat is performing a fire show.,A man is arranging flowers.,Conflict
99745,A couple eating in a restaurant.,they are on a date,Neutral
474683,The dog stands in the water next to the grass.,the dog standing the grass near to river,Neutral
454637,Black dog jumping in the air with white dog standing on grass behind near pile of rocks.,The black dog is energetic.,Duplicate
278084,A dog with long hair and a red vest runs in the grass.,The dog is moving,Duplicate
392044,A little girl in a pink helmet is pushing her scooter.,A black dog is sleeping under a table.,Conflict
151300,six men are sitting or laying on a patch of earth in a wooded area.,People are under the trees.,Neutral
43375,The boy and girl pose for a picture with a large red flower above their heads.,The boy and girl are siblings.,Neutral
248667,Two girls on an amusement park ride.,two girls celebrate summer,Neutral
467813,A group of teenagers in formal wear mingle and look at each other.,teenagers are playing hockey on ice,Conflict
113476,A dog jumps to catch a ball in a grassy field.,A dog is playing with other dogs in a field.,Neutral
516645,Man with dark hair and beard eating a crunchy food item drinking coffee.,The young girl eats a soft cookie.,Conflict
473876,A photographer kneels down next to the edge of a dock with his camera.,The photographer does not have a camera.,Conflict
439019,Extreme BMX rider completing a jump.,A guy does a jump on a bike.,Duplicate
118228,a few guys enjoying each other after winning a hockey match a few guys enjoying each other after winning a hockey match against the N.,J Devils.,Neutral
391896,"A woman is watching her stone on the ice , while a man in the background is looking down and holding a stick.",Someone has a stick.,Duplicate
322092,A man with a red helmet kayaking.,A man with a helmet in a kayake.,Duplicate
358236,A kid swings with his feet up in the air in a forest.,A kid sitting on the beach.,Conflict
224304,"A scantily clad girl , in a helmet , walks away from the camera , down a busy sidewalk.",A girl sits.,Conflict
162581,A man in a gray hoodie stares at a heavier man with spectacles and an earring.,A man stares at a fat man because he 's goofy looking.,Neutral
446582,"Five hikers , one facing towards the camera and the others facing away from it , are walking through a rocky riverbed.",A group of hikers progress through the terrain.,Duplicate
479799,A group of people are sitting together outside of cubicles.,The people are standing.,Conflict
57119,A young blond women smiling at something.,A woman is yawning with her eyes closed.,Conflict
367389,A little girl is holding a bottle.,A baby is holding a bottle.,Neutral
169075,A dirt biker lands on a ramp.,The dirt biker falls off the ramp.,Conflict
338380,Black woman with bags hailing a cab.,A woman is outside.,Duplicate
301031,An event in a stadium with sign holders.,Something great at a stadium,Neutral
174323,A dog in a car.,The car has a dog inside.,Duplicate
332240,peoples at the ground using laptop people with a computer.,Two women hugging each other.,Duplicate
328204,The player carefully throws the ball wishing to do a strike in a bowling game.,The player is hoping for a strike.,Duplicate
282715,A cyclist is passing by a river with a pillow attached to his bike.,A cyclist is not passing by a river,Conflict
148695,A man in a kiln sharing a snack with his kids.,There are several people in this picture.,Duplicate
526074,A large `` green '' peaceful protest is taken to the streets.,The streets have been taken over by protesters.,Duplicate
153625,A young man in a tank top doing a stunt on a skateboard.,A man is skateboarding at a skateboard park.,Neutral
200045,Two young boys giggling at life.,boys giggle like girls giggle,Neutral
157527,"The African American woman pushes a blue cart down the sidewalk , while the man in the tan trench coat uses a pay phone.",A women pushes a cart,Duplicate
209462,Four men posing on the street in green shirts and black pants.,Female swimsuit models posing next to a building,Conflict
467176,"A woman stands in front of a man holding a small , smiling baby.",A mother standing with her husband look at their baby.,Duplicate
58768,"An older woman stir fries vegetables in a home kitchen , with a counter crowded with jars and bottles in the background.",A woman is making lunch for her family.,Neutral
345641,A person has a cigarette in their left hand and their hand is touching their head.,A stressed man smoking and thinking,Neutral
402049,A white dog runs on the grass.,A black cat sits in the hedges.,Conflict
161718,Two elderly women seated outside in a convalescent home.,Two old friends are catching up on their lives,Neutral
150090,A girl is jumping in the air from a park bench.,A girl is in the park.,Duplicate
519115,A couple is walking on the beach.,A couple is walking.,Duplicate
471901,A guy dress in a yellow polka dot bikini stands in front of a band playing music.,A guy is stage crashing a band and dancing around in a bikini.,Neutral
425541,A person in a hoodie and red cap holding pizza and root beer advertisements.,Someone is advertising pizza and soda.,Duplicate
402584,A young black man rides a small bicycle on one wheel.,A young black man rides a motorcycle.,Conflict
51887,A woman holding a green comb is weaving.,some lady weaves,Duplicate
109753,A team of breakdancers sets up along the side of a road in the city as many onlookers gather.,A dance-off contest happening in the city for the world championship breakfancing.,Neutral
251712,Young G?uys in a Karate class practicing.,A karate class practicing.,Duplicate
33903,A woman in a black jacket walking in black boots and jeans with a brown handbag on her shoulder.,"A woman cartwheels down her driveway , singing showtunes",Conflict
456032,A group of bicyclists riding down a city road with skyscrapers behind them.,A group of bicyclists ride down a city street,Duplicate
364511,Girl in striped dress holding woman 's hand.,A girl is kissing her mom.,Conflict
341506,A boy in a blue shirt jumps down stairs on a skateboard.,Nobody jumps,Conflict
459594,Bird 's eye view of a city worker walking on the street.,A worker is going to work.,Neutral
412550,Two dogs run down a dirt path in the forest.,The birds are singing in the woods.,Conflict
288668,A dirt bike rider in a yellow jumpsuit gets airborne as another person looks on.,A dirt bike rider is doing a trick off a ramp as people watch.,Neutral
417330,"The woman is holding a mug , and has sunglasses on the top of her head.",The woman has a pair of sunglasses.,Duplicate
481101,A person dressed in red is leaning over their bicycle.,A person is leaning against a horse.,Conflict
17901,Many scooters are parked together on the sidewalk.,The scooters are scattered on the street.,Conflict
330020,"A man in a green shirt and red bandanna covering the upper half of his face , is laying in the grass while a pigeon walks along side him.",A man is outdoors.,Duplicate
302668,A man with an umbrella is walking his dog on lead while a woman with her own umbrella follows.,It 's raining outside.,Neutral
239437,A mother holding an infant up against her shoulder in a kitchen.,a mother holds her baby,Duplicate
297848,A soccer player dressed in blue holding a soccer ball preparing to throw it.,A person is throwing a ball to his teammate.,Neutral
99637,Boy in gray shirt posing for a photograph.,A boy is posing for a magazine cover,Neutral
486883,Children in summer clothes play on a turnaround in a sun-dappled park.,There are children at the park.,Duplicate
46962,Two healthcare professionals attend to a patient and consider his or her chart.,A patient is receiving healthcare.,Duplicate
272884,A toddler looking behind him while standing on a red tricycle.,The toddler is looking at the girl behind him.,Neutral
401212,Two children are giving their dog a bath.,Kids are riding bikes.,Conflict
312611,a construction worker sweeping person finishes work day.,A construction worker helps to pave the road with tar.,Neutral
499996,Elderly people sitting at a bench.,Older folks are chilling on a bench.,Duplicate
187077,"A man in a blue shirt and sunglasses on top of his head , is lying with his head resting on a bookbag , and has his eyes closed.","A student is exhausted from exams , a rests on his bookbag in the library.",Neutral
383830,A man in a pink shirt climbs a rock face.,A female is falling off of a cliff..,Conflict
134182,A man wearing a yellow backpack is carrying a moving box down a cobblestone street.,A man is carrying a box.,Duplicate
61049,"A truck with fruits that are being sold to the public , with one customer picking up a fruit and a young boy posing for the camera.",Fruits are being sold out of a truck.,Duplicate
129056,Two men are here and working together at the John Deere 7200 type of machine or vehicle outside in the open air.,Two men are outdoors.,Duplicate
188780,A black dog playing with a purple toy.,A black dog is playing with a toy in the kitchen.,Neutral
172529,Three women speak to each other in a room with tan walls.,Three women are talking.,Duplicate
64270,A person on a mini motorbike wearing red garment and a cloth to cover her face riding along a road.,The person is going to the store.,Neutral
393582,"Two young children are playing with an adult woman , who is laying on the floor.",Two children are in a car with an adult woman driving.,Conflict
49215,A dark-haired woman sitting on the sofa with her head on a white pillow crying.,A dark-haired woman is sitting on the sofa crying into a white pillow.,Duplicate
474986,A Japanese woman biked to work on a sunny day.,The woman ran to work.,Conflict
525215,A man dressed as a cowboy holds a rope in his teeth as he ropes a calf.,the man is in space.,Conflict
359830,Matador and bull in arena performing for the onlookers.,A man in colorful clothing is standing before a bull.,Neutral
58683,The girl in the back is wearing a black shirt.,The pretty girl is wearing black.,Neutral
395872,Two young boys hold a man 's hands.,The man walks with the children,Duplicate
143948,Men in orange doing clean up beside of a subway.,The prisoners are picking up litter.,Neutral
400361,A group of people are attending a conference.,People are attending a conference.,Duplicate
249729,Two men are sitting on the ground and going through their backpacks.,An eagle is flying overhead.,Conflict
116466,"A young man poses with a basketball , with a dilapidated court in the background.",man at basketball practice,Neutral
419362,Group of children playing pin the tail on the donkey at a relay.,There are children at a birthday party.,Neutral
145066,"Two girls are sitting on the grass , as one is taking a picture.",Two girls are standing in the grass.,Conflict
281412,A woman in a black dress looking surprised.,The woman is surprised by the shopping ad in the window.,Neutral
321395,A family sitting out on there deck.,A large pitcher of lemonade is sitting on a small table.,Neutral
20884,One boys sits on a giant mortar gun as another boy walks toward him.,A boy is seated on a giant gun as a boy is moving towards him.,Duplicate
434679,A golden dog is running across the grass chasing a white toy on the ground.,A dog is playing fetch with his owner.,Neutral
