,Text1,Text2,Class
24,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When the status of an action required in an assurance project as a result of evidence item changes is ""pending"", the OPENCOSS platform shall colour such an action in red.",Neutral
25,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project has been affected by evidence item changes, the OPENCOSS platform shall colour such an evidence item in red.",Neutral
26,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence traceability link of an assurance project has been affected by evidence item changes, the OPENCOSS platform shall colour such a link in red.",Neutral
27,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project contains information imported from an external tool, and the information in the OPENCOSS platform is modified, the OPENCOSS platform shall indicate such a modification by colouring the evidence item in red.",Neutral
28,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project contains information imported from an external tool, and the information in the external tool is modified, the OPENCOSS platform shall indicate such a modification by colouring the evidence item in red.",Neutral
29,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence traceability link of an assurance project contains information imported from an external tool, and the information in the OPENCOSS platform is modified, the OPENCOSS platform shall indicate such a modification by colouring the evidence traceability link in red.",Neutral
30,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence traceability link of an assurance project contains information imported from an external tool, and the information in the external tool is modified, the OPENCOSS platform shall indicate such a modification by colouring the evidence traceability link in red.",Neutral
31,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide the users with the ability to indicate the evidence items that will have to be provided for an assurance project.,Neutral
32,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide the users with the ability to indicate the evidence types of the evidence items to be provided for an assurance project.,Neutral
33,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to select an existing evidence characterization model for an assurance project.,Neutral
34,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate the evidence type of the current evidence items of an assurance project.,Neutral
35,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to use in an assurance project evidence types that have been defined in another project.,Neutral
36,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate the artefact to which evidence items of an assurance project is associated.,Neutral
37,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to modify the information about the artefact to which an evidence item of an assurance project is associated.,Neutral
38,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to associate evidence items of an assurance project with an artefact that has been used in another project.,Neutral
39,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to modify the information of the evidence items of an assurance project.,Neutral
40,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to copy evidence items to an assurance project that previously have been stored in another assurance project.,Neutral
41,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate whether the specification of characteristics for an evidence item of an assurance project is regarded as complete.,Neutral
42,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate the information to be included in the reports about the body of evidence of an assurance project.,Neutral
43,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to specify evidence traceability links between evidence items of an assurance project.,Neutral
44,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to define evidence traceability link types for an assurance project.,Neutral
45,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to reuse in an assurance project evidence traceability link types defined in another project.,Neutral
46,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence characterization model has been selected for an assurance project and specifying an evidence traceability link for an evidence item of the project, the OPENCOSS platform shall indicate if the evidence traceability link is correct according to the model.",Neutral
47,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence characterization model has been selected for an assurance project and specifying evidence traceability links for an evidence item of the project, the OPENCOSS platform shall show possible evidence items with which evidence traceability links might be specified according to the model.",Neutral
48,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to evaluate the evidence items of an assurance project according to evaluation criteria defined in the CCL.,Neutral
49,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to specify the rationale behind the evaluation of an evidence item of an assurance project.,Neutral
50,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project is related to other evidence items of the project by means of evidence traceability links, the OPENCOSS platform shall inform the user that the evaluation of the evidence item might depend on the evaluation of the others.",Neutral
51,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to define criteria for evaluation of evidence items of an assurance project.,Neutral
52,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to modify criteria for evaluation of evidence items of an assurance project.,Neutral
53,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to evaluate evidence items of an assurance project according to evaluation criteria defined in other projects.,Neutral
54,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to define evaluation categories for evaluation criteria of evidence items of an assurance project.,Neutral
55,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to modify the evaluation categories defined for evaluation criteria of evidence items of an assurance project.,Neutral
56,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to evaluate evidence items of an assurance project with evaluation categories for evaluation criteria defined in other projects.,Neutral
57,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"The OPENCOSS platform shall provide users with the ability to modify the evaluation of the evidence items of an assurance project, tracking the history of the changes.",Neutral
58,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to specify actions required in the body of evidence of an assurance project as a result of evidence evaluation.,Neutral
59,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate the evidence items associated to actions required in the body of evidence of an assurance project as a result of an evidence evaluation.,Neutral
60,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"The OPENCOSS platform shall record if the status of an action required in an assurance project as a result of evidence evaluation is ""pending"" or ""addressed"".",Neutral
61,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall show the actions required in an assurance project as a result of evidence evaluation.,Neutral
62,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate if an action required in an assurance project as a result of evidence evaluation has been addressed.,Neutral
63,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item is changed in an assurance project, the OPENCOSS platform shall indicate the evidence items of the assurance project affected by the change.",Neutral
64,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item is changed in an assurance project and other evidence items are affected, the OPENCOSS platform shall require confirmation of the changes from the user.",Neutral
65,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When a user has indicated a possible change in an evidence item of an assurance project, the OPENCOSS platform shall indicate the evidence items of the assurance project that would be affected by the change.",Neutral
66,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to specify actions required in the body of evidence of an assurance project as a result of an evidence item change.,Neutral
67,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate the evidence items associated to actions required in the body of evidence of an assurance project as a result of an evidence item change.,Neutral
68,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate the evidence traceability links associated to actions required in the body of evidence of an assurance project as a result of an evidence item change.,Neutral
69,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall suggests actions to perform after modification of an evidence item of an assurance project is approved.,Neutral
70,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"The OPENCOSS platform shall record if the status of an action required in an assurance project as a result of the change of an evidence item is ""pending"" or ""addressed"".",Neutral
71,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"The OPENCOSS platform must record if the status of an action required in an assurance project as a result of the change of an evidence item is ""pending"" and ""addressed"".",Neutral
72,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall show the actions required in an assurance project as a result of evidence item changes.,Neutral
73,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to indicate if an action required in an assurance project as a result of the change of an evidence item has been addressed.,Neutral
74,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item is dropped from an assurance project, the OPENCOSS platform shall drop all the evidence information (types and characteristics) related to the evidence item from the project.",Neutral
75,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item is dropped from an assurance project and its associated artefact is not associated with other evidence items, the OPENCOSS platform shall drop the artefact from the project.",Neutral
76,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project is the source or the target of an evidence traceability link, and the item is dropped from the project, the OPENCOSS platform shall drop the evidence traceability link from the project too.",Neutral
77,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall be able to generate reports about the body of evidence of an assurance project in the form of HTML files.,Neutral
78,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"The OPENCOSS platform shall be able to generate reports about the body of evidence of an assurance project by means of documents in PDF, RTF, and MS Word formats.",Neutral
79,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to send emails containing information about actions to perform in an assurance project as a result of evidence evaluation.,Neutral
80,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to send emails containing information about actions to perform in an assurance project as a result of evidence item changes.,Neutral
81,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to import evidence items for an assurance project from artefacts in an external tool.,Neutral
82,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to import evidence traceability links for an assurance project from an external tool.,Neutral
83,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall be able to export evidence traceability links of an assurance project to external tools.,Neutral
84,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform must be able to send out evidence traceability links of an assurance project to external and internal tools.,Neutral
85,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project contains information imported from an external tool artefact, and the information in the external tool is modified, the OPENCOSS platform shall detect such a modification and update the evidence item accordingly.",Neutral
86,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project contains information imported from an external tool, and the information in the OPENCOSS platform is modified, the OPENCOSS platform shall detect such a modification and update the information in the external tool accordingly.",Neutral
87,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project contains information imported from an external tool, and the information in the OPENCOSS platform is modified, the OPENCOSS platform shall indicate such a modification.",Neutral
88,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence item of an assurance project contains information imported from an external tool, and the information in the external tool is modified, the OPENCOSS platform shall indicate such a modification.",Neutral
89,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence traceability link of an assurance project contains information imported from an external tool, and the information in the external tool is modified, the OPENCOSS platform shall detect such a modification and update the evidence traceability link accordingly.",Neutral
90,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence traceability link of an assurance project contains information imported from an external tool, and the information in the OPENCOSS platform is modified, the OPENCOSS platform shall detect such a modification and update the information in the external tool accordingly.",Neutral
91,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence traceability link of an assurance project contains information imported from an external tool, and the information in the OPENCOSS platform is modified, the OPENCOSS platform shall indicate such a modification.",Neutral
92,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence traceability link of an assurance project contains information imported from an external tool, and the information in the external tool is modified, the OPENCOSS platform shall indicate such a modification.",Neutral
93,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When all the evidence items to provide in an assurance project has been provided according to the evidence characterization model of the project, the OPENCOSS platform shall indicate that the body of evidence of an assurance project can be regarded as complete.",Neutral
94,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When the body of evidence of an assurance project is regarded as complete, all the evidence traceability links of the project are correct, there are no pending actions in the project, and the information imported from external tools in the project is synchronized, the OPENCOSS platform shall indicate that the body of evidence of an assurance project can be regarded as adequate.",Neutral
95,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When using matrices to show evidence traceability links between the evidence items of an assurance project, the OPENCOSS platform shall provide users with the ability to select source and target evidence types of the evidence traceability links used for another matrix.",Neutral
96,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform must provide users with the ability to specify evidence traceability links in traceability matrices.,Neutral
97,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to specify evidence traceability links in traceability matrices.,Neutral
98,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to define tables to show traceability between the evidence items of an assurance project.,Neutral
99,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When showing evidence traceability by means of tables, the OPENCOSS platform shall require that the users indicate the evidence types to include in the table.",Neutral
100,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform will include a column in a table for traceability visualization for each evidence type to include in the table indicated by users.,Neutral
101,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to specify evidence traceability links in traceability tables.,Neutral
102,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When using tables to show evidence traceability in an assurance project, the OPENCOSS platform shall provide users with the ability to select the evidence types used for another table.",Neutral
103,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to drop evidence items of an assurance project.,Neutral
104,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to drop intermediate nodes in the tree-view for display of the evidence items of an assurance project.,Neutral
105,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the choice to drop evidence traceability links of an assurance project.,Neutral
106,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall provide users with the ability to drop evidence traceability links of an assurance project.,Neutral
107,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall be able to automatically associate an artefact in an external tool to an evidence item of an assurance project imported from the external tool.,Neutral
108,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform must be able to automatically indicate the tool that stores the artefact associated to an evidence item of an assurance project imported from external tool.,Neutral
109,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall be able to automatically associate an artefact to an evidence traceability link of an assurance project imported from an external tool.,Neutral
110,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,The OPENCOSS platform shall be able to automatically indicate the tool that stores the artefact associated to an evidence traceability link of an assurance project imported from an external tool.,Neutral
111,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When the specification of characteristics for an evidence item of an assurance project is regarded as complete, the OPENCOSS platform shall colour the evidence item in green.",Neutral
112,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When a user wants to drop an evidence item from an assurance project, the OPENCOSS platform shall request confirmation from the user for this action and subsequent related actions.",Neutral
113,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When a user aims to drop an evidence traceability link of an assurance project, the OPENCOSS platform shall require confirmation of the action from the user.",Neutral
114,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When a user aims to drop an evidence traceability link of an assurance project, the OPENCOSS platform must require confirmation of the action from the user.",Neutral
115,The OPENCOSS platform shall show the set of evidence items of an assurance projects by means of a tree-view.,"When an evidence characterization model has been selected for an assurance project, the OPENCOSS platform shall indicate the required missing links according to the model.",Neutral
116,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform must provide users with the ability to modify the intermediate nodes in the tree-view for display of the evidence items of an assurance project only once.,Neutral
117,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall provide users with the ability to modify the intermediate nodes in the tree-view for display of the evidence items of an assurance project.,Neutral
118,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall provide users with the ability to associate evidence types to the intermediate nodes of the tree-view for display of the evidence items of an assurance project.,Neutral
119,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When an evidence characterization model has been selected for an assurance project, the OPENCOSS platform shall propose intermediate nodes for the tree-view for display of the evidence items of the project according to the evidence characterization model.",Neutral
120,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall provide users with the ability to include the evidence items of an assurance project in the structure of the tree-view for display of the evidence items of the project.,Neutral
121,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When an evidence characterization model has been selected for an assurance project, the evidence items of the project are associated to evidence types, and the evidence types have been used for definition of intermediate nodes of the tree-view for display of the evidence items of the project, the OPENCOSS platform shall automatically include the evidence items of the project in the tree-view nodes of their associated evidence types.",Neutral
122,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall store the characteristics of the evidence items of an assurance project according to the CCL.,Neutral
123,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall store the CCL-information of the artefact to which an evidence item of an assurance project is associated.,Neutral
124,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall store the time and date of the actions performed to the evidence items of an assurance project.,Neutral
125,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall create the evidence repository of an assurance project from its evidence characterization model.,Neutral
126,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall store the information of the evidence traceability links of an assurance project according to the CCL.,Neutral
127,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall show the evidence items of an assurance project that are the source of evidence traceability links for which a given evidence item is the target.,Neutral
128,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall show the evidence items of an assurance project that are the target of evidence traceability links for which a given evidence item is the source.,Neutral
129,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall be able to show evidence traceability links between the evidence items of an assurance project by means  of traceability matrices.,Neutral
130,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall be able to show the chains of evidence to which an evidence item of an assurance project belongs by means of models.,Neutral
131,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When an evidence item is modified in an assurance project, the OPENCOSS platform shall indicate the evidence traceability links of the assurance project affected by the modification.",Neutral
132,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS shall be able to import evidence for an assurance project from SAEM models.,Neutral
133,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,The OPENCOSS platform shall be able to export the evidence of an assurance project in the form of a SAEM models.,Neutral
134,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When the specification of characteristics for an evidence item of an assurance project is not regarded as complete, the OPENCOSS platform shall colour the evidence item in yellow.",Neutral
135,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When an evidence traceability link of an assurance project is not correct according to the evidence characterization model selected for the project, the OPENCOSS platform shall colour such a link in red.",Neutral
136,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When an evidence item of an assurance project has been associated to actions to perform as a result of evidence evaluation, the OPENCOSS platform shall colour such an evidence item in red.",Neutral
137,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When the status of an action required in an assurance project as a result of evidence evaluation is ""pending"", the OPENCOSS platform shall colour such an action in red.",Neutral
138,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When the status of an action required in an assurance project as a result of evidence evaluation is ""pending"", the OPENCOSS platform shall colour such an action in blue.",Neutral
139,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When the status of an action required in an assurance project as a result of evidence item changes is ""pending"", the OPENCOSS platform shall colour such an action in red.",Neutral
140,The OPENCOSS platform shall provide users with the ability to define intermediate nodes in the tree-view for display of the evidence items of an assurance project.,"When an evidence item of an assurance project has been affected by evidence item changes, the OPENCOSS platform shall colour such an evidence item in red.",Neutral
