,Text1,Text2,Class
63,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall require only a smart card to digitally sign an order.,Neutral
64,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The document-handling system (TIU) shall have boilerplate and cut and paste capabilities.,Neutral
65,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow users to enter time in several different formats.,Neutral
66,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall require a user to review and sign changed if a user has just entered orders or documents that are unsigned.,Neutral
67,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall only require a user to review and sign changed if a user has just entered orders or documents that are unsigned.,Neutral
68,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall require times to be entered as a 24-hour time, not with a 12-hour clock and an a.m. and p.m.",Neutral
69,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall use a set of characters that include uppercase and lowercase Latin alphabetic characters (A-Z, a-z), numbers (0-9), and other special characters.",Neutral
70,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall sort characters based on their numeric values in the character set that VistA uses.,Neutral
71,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall allow multiple use and integration of information, including cutting and pasting among components, boilerplate capabilities, templates, etc., thus decreasing the amount of duplicate entry of data.",Neutral
72,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall not release orders to services or activated until they are signed if they require a signature.,Neutral
73,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall have a option to release unsigned orders to services,Neutral
74,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall not require a signature for an order if the order is designated as ""signed on chart"" or a generic order that does not require a signature.",Neutral
75,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall ask the user if the user wants to continue using the system before timing out.,Neutral
76,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall provide a way to limit the users or sites that have access to remote retrievable data.,Neutral
77,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall view users who hold the OREMAS key to be a clerical user, and, consequently, the verify, remove, restore, and view removed options will not be available.",Neutral
78,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,Problems entered on the encounter form by clerical personnel shall be left as UNVERIFIED.,Neutral
79,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,Problems entered on the encounter form by clerical personnel shall be left as UNSIGNED.,Neutral
80,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall wait until the user explicitly selects an item using the mouse or the keyboard if the user does not enter enough characters to uniquely identify an item.,Neutral
81,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall select the item at the top of the list if the user does not enter enough characters to uniquely identify an item.,Neutral
82,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall display a message that a patient has data from the legacy system used before the site was consolidated that is not being displayed which a user may want to access.,Neutral
83,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall indicate that the record is sensitive and may only be viewed by authorized users.,Neutral
84,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall indicate that a record is sensitive and may only be viewed by authorized users only if the user is not authorized.,Neutral
85,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall display a message telling the user that the selected patient is deceased.,Neutral
86,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall use patient lists allow a person to quickly locate patients without going through all the patients in the list.,Neutral
87,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall not allow mandatory notifications to be disabled.,Neutral
88,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow users to disable unwanted notifications as desired.,Neutral
89,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall only display notifications for a user's patients or notifications that have been forwarded.,Neutral
90,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system will abort when the user tries to login if tabs are not assigned to the user in their NEW PERSON file or if the RESTRICT PATIENT SELECTION prompt does not contain a Yes or No.,Neutral
91,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall use HL-7 communications protocol for transferring messages among packages.,Neutral
92,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall use any protocol for transferring messages among packages.,Neutral
93,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow user classes to be used across VistA to replace and/or complement security keys.,Neutral
94,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall not allow user classes to be used across VistaA to replace and/or complement security keys.,Neutral
95,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow document types to inherit authorizations from a higher level when using classes to assign roles.,Neutral
96,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow document types to inherit authorizations from other levels when using classes to assign roles.,Neutral
97,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall design the Kernel Person Class File to accommodate the HCFA National Provider System Taxonomy of Professionals/Occupations.,Neutral
98,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow other VistA applications to access the user class file to determine the role of an employee.,Neutral
99,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall stored the names of users who view remote data in the remote site's database.,Neutral
100,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall audit sensitive records, enabling a site to follow up on a record accessed by a remote location.",Neutral
101,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow notifications to be renewed if the user decides the alert should not go away when the user views it.,Neutral
102,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow a user to foward notification to someone else at the site.,Neutral
103,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,Neutral
104,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall define, populate, and retrieve information about user classes.",Neutral
105,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,Neutral
106,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow 100 hierarchies of subclasses to be created in the User Hierarchy Class structure.,Neutral
107,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall impose no limitation on the depth or specificity of the User Class hierarchy which a site may choose to develop.,Neutral
108,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow concurrent membership in more than one User Class.,Neutral
109,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall allow membership in only one User Class.,Neutral
110,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall automatically include membership in a given User Class to all member of subclasses of that class.,Neutral
111,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall allow the CAC, or whoever is responsible for granting access to the CPRS GUI at each site, to assign the appropriate access each time a new user is added to the system, or if restricted access is needed for existing users.",Neutral
112,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall improve accessibility of online clinical information and results.,Neutral
113,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall provide a means to view patient demographics, allergies and adverse reactions, postings (cautions, warnings, allergies, and advance directives), clinical reminders, current medications, problems, appointments, etc.",Neutral
114,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall provide background checks on duplicate orders, drug-drug interactions, and many other criteria that a user can choose.",Neutral
115,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.",Neutral
116,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall mimic traditional order entry processes where necessary to accommodate established clinical practices.,Neutral
117,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall make the traditional order entry processes more practical.,Neutral
118,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs.,Neutral
119,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system's design shall follow hospital work flow patterns while minimizing individual customization in order to make the system similar across practises.,Neutral
120,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall integrate all components of the patient record to provide comprehensive and intelligent clinical information access and reporting.,Neutral
121,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall allow setting of business rules, document types, user classes, etc. to control access to documents, reports, verification, signing, and so on.",Neutral
122,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports.",Neutral
123,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall include clinical reminders to provide relevant information to providers, at the point of care, for improving patient care.",Neutral
124,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall include a graphing feature to allow users to view lab test results and vital signs in a graph.,Neutral
125,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall include a report construction feature so each site can individually run related to patient data including: Health Summary, Vitals Cumulative, Nutritional Assessment, Daily Order Summary and Order Summary for a Date Range reports.",Neutral
126,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",Neutral
127,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall have the capability to capture and store risk, social and medical factors; including, but not limited to the following: Tobacco use and history including number of years and packs per day (PPD), Alcohol use history, Drug use history, Occupational environment, Marital status, Occupation, Religious preference, Ethnicity, Healthcare surrogate with alert, Guardian/legal representative with alert.",Neutral
128,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall document discharge summary hospitalization data, as well as procedure and diagnosis-related information.",Neutral
129,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall delete history of received immunizations.,Neutral
130,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall only delete history of recieved immunizations unless user specifies,Neutral
131,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall include capabilities for ordering laboratory tests and reviewing results.,Neutral
132,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall provide the following pediatric functionality including: Pediatric progress note templates based on the Indian Health Services (IHS) progress note templates and American Academy of Pediatric Bright Futures templates.,Neutral
133,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system will provide the ability to register patients of all types.,Neutral
134,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,"The system shall have the capability to capture and store risk, social, and medical factors for each new patient.",Neutral
135,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall include Standard Laboratory and Medication orderable files.,Neutral
136,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall include non-Standard Laboratory and Medication orderable files.,Neutral
137,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall provide a platform for building interfaces to external lab services enabling automated order entry and results reporting.,Neutral
138,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems.,Neutral
139,The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile.,The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,Neutral
