,Text1,Text2,Class
46,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall detect which of the two alarms are being requested.",Neutral
47,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall store which of the two alarms are being requested.",Neutral
48,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the system detects an invalid temperature, Generate_Alarm_Data shall output a continuous series of alternating 500 Hz and 700 Hz beeps on the supervisor’s computer.",Neutral
49,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The series of beeps shall continue until the supervisor manually resets the alarm through the supervisor’s interface window.,Neutral
50,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the system detects a temperature limit has been exceeded, Generate_Alarm_Data shall output a continuous series of alternating 1000 Hz and 1500 Hz beeps on the supervisor’s computer.",Neutral
51,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"Each time an alarm is requested, an alarm event shall be recorded.",Neutral
52,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If an alarm is requested for the first time, an alarm event shall be recorded.",Neutral
53,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"When an event occurs, the THEMAS system shall identify the event type and format an appropriate event message.",Neutral
54,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The THEMAS system shall record each event by a description and the current system time for that event.,Neutral
55,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The THEMAS system should record each event by a description for that event.,Neutral
56,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface shall display the available thermostats and the individual current temperature settings.,Neutral
57,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface must display the thermostats and the individual temperature settings.,Neutral
58,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor shall be able to select one of the thermostats and select a value for the current temperature from a list of valid temperatures.,Neutral
59,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a statistical summary report.,Neutral
60,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a dynamic summary report.,Neutral
61,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the operational history report is selected, the THEMAS system shall select all the events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
62,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the operational history report is selected, the THEMAS system shall select a few events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
63,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available months from which to make a selection.",Neutral
64,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available dates from which to make a selection.",Neutral
65,The system shall read the intialization file and the definitions shall be derived from the initialization data in the file.,"After selecting one of the months, the system shall generate the ASCII report file.",Neutral
66,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Neutral
67,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The maximum number of concurrently running units shall be read from the initialization file and stored in the THEMAS system.,Neutral
68,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The maximum number of concurrently running units must be read from the initialization file and replicated in the THEMAS system.,Neutral
69,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,There shall be a maximum number of heating or cooling units that can be on at any given time.,Neutral
70,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Establish_Valid_Temperature_Range shall read the initialization file and establish the valid temperature range from the data in it.,Neutral
71,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Set_Overtemp_Values shall read the initialization file and establish the overtemperature value from the data in that file.,Neutral
72,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Set_Trigger_Values shall read the initialization file and establish the trigger value from the data in that file.,Neutral
73,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off all the units,Neutral
74,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off any unit,Neutral
75,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,It shall then read the current temperature values and current temperature settings of each thermostat.,Neutral
76,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the settings reflect a need for a heating or cooling unit to be turned on, the process shall issue a request to turn on the appropriate unit.",Neutral
77,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"The themas system shall process two types of temperature data, the temperature setting and current temperature",Neutral
78,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The themas system shall only process current temperature,Neutral
79,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,A current temperature value that is received from an individual thermostat shall be compared to the valid temperature range values.,Neutral
80,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the current temperature value is strictly less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status. Otherwise, the THEMAS system shall output a valid temperature status.",Neutral
81,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the current temperature value is less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status. Otherwise, the THEMAS system shall output a valid temperature status.",Neutral
82,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,A temperature setting value that is received from an individual thermostat shall be compared to the valid temperature range values.,Neutral
83,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the temperature setting value is strictly less than the lower value of the valid temperature range or if the temperature setting value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the temperature setting as an invalid temperature and shall output an invalid temperature status.Otherwise, the THEMAS system shall realize the value for that thermostat’s temperature setting.",Neutral
84,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system shall compare the reported temperature value to the temperature setting and detect when the temperature value exceeds the specified limits.,Neutral
85,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system must compare the reported temperature values to the temperature setting and detect when the temperature value exceeds the specified limits.,Neutral
86,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,If T < LO or UO < T then the THEMAS system shall recognize this condition as the temperature limit has been exceeded.,Neutral
87,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,If T > LO or UO < T then the THEMAS system shall recognize this condition as the temperature limit has been exceeded.,Neutral
88,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If LO < = T < = UO, then this process shall output the temperature status.",Neutral
89,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If LO < = T <  UO, then this process shall output the temperature status.",Neutral
90,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"LT < = T < = UT This condition indicates the thermostat’s current temperature setting is satisfied. If this condition is true, then the module shall output a request to turn off both the heating unit and the cooling unit.",Neutral
91,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system shall maintain the ON/OFF status of each heating and cooling unit.,Neutral
92,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn on a heating or cooling unit is received, the system shall determine if the request can be honored.",Neutral
93,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn on a heating  unit is received, the system shall determine if the request can be honored.",Neutral
94,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the maximum number of heating or cooling units is already running, the request will be added to a LIFO queue.",Neutral
95,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the maximum number of  cooling units is already running, the request will be added to a LIFO queue.",Neutral
96,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the maximum number of heating or cooling units is not running, this process will generate a request to turn on the requested unit.",Neutral
97,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn off a heating or cooling unit is received, this process shall check the queue of waiting heating and cooling requests.",Neutral
98,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the queue is not empty, this process shall remove one request from the LIFO queue and check the current state of the thermostat for which the queued request was made.",Neutral
99,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If that thermostat still needs a heating or cooling unit turned on, this process shall submit a request to turn that unit on.",Neutral
100,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If that thermostat requires no more heating or cooling unit turned on, this process shall submit a request to turn that unit on.",Neutral
101,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Generate_Unit_Unavailable_Event shall realize the thermostat and heating or cooling information and use this information to generate a specific system event,Neutral
102,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"This system event shall consist of a description of the event type (a request denied event), a designation of the thermostat that made the request, and a designation of the heating or cooling unit that was not turned on.",Neutral
103,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"This system event shall consist of a description of the event type (a request denied event),  and a designation of the heating or cooling unit that was not turned on.",Neutral
104,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"Generate_H/C_Signal shall recognize the values for the requested heating or cooling unit and the ON or OFF status that is being requested.Since the interface to control the units has not been defined, the part of this process that will issue the signal is designated as TBD(to be determined).",Neutral
105,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"In order to provide an indication of the status of the heating or cooling unit back to the requesting thermostat, Generate_H/C_Signal shall output the status information of the heating or cooling unit.",Neutral
106,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"In order to provide an indication of the status of the heating or cooling unit back to the requesting thermostat, Generate_H/C_Signal should output the status information of the heating unit.",Neutral
107,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"In order to provide an operational history and statistical reports, Generate_H/C_Signal shall generate an event each time a change is made to the status of a heating or cooling unit.",Neutral
108,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn on or off a heating or cooling unit is made, Generate_H/C_Request shall generate the appropriate request to carry out that request.",Neutral
109,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When a request to turn off a heating or cooling unit is made, Generate_H/C_Request shall generate the appropriate request to carry out that request",Neutral
110,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,Generate_H/C_Request shall include the designation of the heating or cooling unit and a flag to indicate whether that unit is to be turned on or off.,Neutral
111,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall detect which of the two alarms are being requested.",Neutral
112,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When the THEMAS system detects a request for an alarm, Generate_Alarm_Data shall store which of the two alarms are being requested.",Neutral
113,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the system detects an invalid temperature, Generate_Alarm_Data shall output a continuous series of alternating 500 Hz and 700 Hz beeps on the supervisor’s computer.",Neutral
114,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The series of beeps shall continue until the supervisor manually resets the alarm through the supervisor’s interface window.,Neutral
115,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the system detects a temperature limit has been exceeded, Generate_Alarm_Data shall output a continuous series of alternating 1000 Hz and 1500 Hz beeps on the supervisor’s computer.",Neutral
116,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"Each time an alarm is requested, an alarm event shall be recorded.",Neutral
117,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If an alarm is requested for the first time, an alarm event shall be recorded.",Neutral
118,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"When an event occurs, the THEMAS system shall identify the event type and format an appropriate event message.",Neutral
119,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system shall record each event by a description and the current system time for that event.,Neutral
120,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The THEMAS system should record each event by a description for that event.,Neutral
121,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface shall display the available thermostats and the individual current temperature settings.,Neutral
122,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface must display the thermostats and the individual temperature settings.,Neutral
123,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor shall be able to select one of the thermostats and select a value for the current temperature from a list of valid temperatures.,Neutral
124,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a statistical summary report.,Neutral
125,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,The supervisor’s interface to the THEMAS system shall provide a mechanism to select between an operational history report or a dynamic summary report.,Neutral
126,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the operational history report is selected, the THEMAS system shall select all the events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
127,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the operational history report is selected, the THEMAS system shall select a few events from the event database, sort the events by date and time, and create the ASCII report file.",Neutral
128,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available months from which to make a selection.",Neutral
129,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"If the statistical report is selected, the THEMAS system shall present the operator with a list of available dates from which to make a selection.",Neutral
130,The THEMAS system shall use the information contained in the initialization data file to determine which heating and cooling units are part of the THEMAS system.,"After selecting one of the months, the system shall generate the ASCII report file.",Neutral
131,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,The maximum number of concurrently running units shall be read from the initialization file and stored in the THEMAS system.,Neutral
132,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,The maximum number of concurrently running units must be read from the initialization file and replicated in the THEMAS system.,Neutral
133,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,There shall be a maximum number of heating or cooling units that can be on at any given time.,Neutral
134,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Establish_Valid_Temperature_Range shall read the initialization file and establish the valid temperature range from the data in it.,Neutral
135,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Set_Overtemp_Values shall read the initialization file and establish the overtemperature value from the data in that file.,Neutral
136,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,Set_Trigger_Values shall read the initialization file and establish the trigger value from the data in that file.,Neutral
137,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off all the units,Neutral
138,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,This process shall first determine a known state of all the heating and cooling units by issuing a request to turn off any unit,Neutral
139,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,It shall then read the current temperature values and current temperature settings of each thermostat.,Neutral
140,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"If the settings reflect a need for a heating or cooling unit to be turned on, the process shall issue a request to turn on the appropriate unit.",Neutral
141,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"The themas system shall process two types of temperature data, the temperature setting and current temperature",Neutral
142,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,The themas system shall only process current temperature,Neutral
143,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,A current temperature value that is received from an individual thermostat shall be compared to the valid temperature range values.,Neutral
144,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"If the current temperature value is strictly less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status. Otherwise, the THEMAS system shall output a valid temperature status.",Neutral
145,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"If the current temperature value is less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status. Otherwise, the THEMAS system shall output a valid temperature status.",Neutral
146,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,A temperature setting value that is received from an individual thermostat shall be compared to the valid temperature range values.,Neutral
147,Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system.,"If the temperature setting value is strictly less than the lower value of the valid temperature range or if the temperature setting value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the temperature setting as an invalid temperature and shall output an invalid temperature status.Otherwise, the THEMAS system shall realize the value for that thermostat’s temperature setting.",Neutral
